@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
519,'2019/09/19 10:18:47:049',6,-8947335,-8092285,-10596536,-8893637,-6594477,-5609391,-5808310,-5345446,-5477802,-5872046,-8816005,-7829624,-11714756,-10338504,-6915981,-6717320,-7171947,-4676450,-4811381,-5399401,-8486264,-7500400,-7698038,-7961468,-7106416,-7502718,-7433575,-5790039,-5526866,-5657682,-8683127,-7763057,-7368556,-7171435,-7698809,-8029830,-6974830,-5921366,-5658449,-5789009,-9077370,-8157813,-7763313,-7631986,-8356994,-8489609,-6973281,-6250330,-6052950,-6183766,-9801094,-9078656,-8552571,-8355451,-8751239,-8619652,-7367781,-6776676,-6579296,-6578526,-9472386,-8749177,-8617592,-8420214,-8618110,-8290688,-7367267,-7565418,-7565418,-7498599,-9339256,-8288114,-7762799,-7829109,-8817291,-8026229,-6907233,-6447453,-6512990,-6709343,-9536122,-8287857,-7696749,-7763060,-8554633,-7959665,-6709855,-6184282,-6249819,-6380379,-9864319,-8746869,-8024174,-8090999,-8816780,-8418160,-6972001,-6446430,-6446429,-6510940,0.2,?
520,'2019/09/19 10:18:47:082',6,-8947336,-8092540,-10071477,-7909568,-6201777,-5544625,-6003888,-5081504,-5345960,-5805995,-8816261,-7764088,-12174278,-11125707,-7177354,-6781827,-7302503,-4938592,-5006701,-5463136,-8551801,-7500399,-7698294,-7895932,-7106416,-7437182,-7368039,-5790039,-5526866,-5657682,-8748407,-7763312,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9077370,-8157812,-7828850,-7631986,-8291459,-8555145,-6907745,-6250331,-6052950,-6183766,-9735558,-9012864,-8618107,-8420987,-8817031,-8554116,-7367525,-6776676,-6579296,-6578783,-9537921,-8683641,-8617592,-8485750,-8618110,-8159616,-7367267,-7565418,-7565418,-7433063,-9339512,-8222579,-7762799,-7829110,-8817291,-7960693,-6907233,-6447198,-6512990,-6643807,-9536121,-8353393,-7696749,-7763316,-8554377,-7959665,-6709855,-6249818,-6249819,-6380379,-9995390,-8877940,-8089710,-8090999,-8816524,-8483696,-6972001,-6511966,-6446173,-6510941,0.2,?
521,'2019/09/19 10:18:47:115',6,-8947336,-8092540,-10071477,-7909568,-6201777,-5544625,-6003888,-5081504,-5345960,-5805995,-8816261,-7764088,-12174278,-11125707,-7177354,-6781827,-7302503,-4938592,-5006701,-5463136,-8551801,-7500399,-7698294,-7895932,-7106416,-7437182,-7368039,-5790039,-5526866,-5657682,-8748407,-7763312,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9077370,-8157812,-7828850,-7631986,-8291459,-8555145,-6907745,-6250331,-6052950,-6183766,-9735558,-9012864,-8618107,-8420987,-8817031,-8554116,-7367525,-6776676,-6579296,-6578783,-9537921,-8683641,-8617592,-8485750,-8618110,-8159616,-7367267,-7565418,-7565418,-7433063,-9339512,-8222579,-7762799,-7829110,-8817291,-7960693,-6907233,-6447198,-6512990,-6643807,-9536121,-8353393,-7696749,-7763316,-8554377,-7959665,-6709855,-6249818,-6249819,-6380379,-9995390,-8877940,-8089710,-8090999,-8816524,-8483696,-6972001,-6511966,-6446173,-6510941,0.2,?
522,'2019/09/19 10:18:47:149',6,-8881799,-8027004,-9349554,-6990780,-5940150,-5609903,-6133414,-4752281,-5280678,-5805741,-8816261,-7764088,-12633544,-12044238,-7438469,-6846591,-7302502,-5200734,-5201764,-5461593,-8551801,-7500143,-7698294,-7961724,-7106416,-7437438,-7433575,-5790039,-5592402,-5657682,-8682872,-7697777,-7368556,-7171435,-7698808,-8030087,-6974831,-5921366,-5658449,-5789009,-9077626,-8157812,-7763313,-7631986,-8291458,-8489866,-6907745,-6250330,-6052950,-6183511,-9801094,-9012864,-8552572,-8420987,-8816775,-8554116,-7367780,-6776676,-6579296,-6578783,-9472386,-8749177,-8617592,-8485750,-8618366,-8225152,-7367267,-7565418,-7499882,-7498599,-9339512,-8288115,-7762799,-7829110,-8817291,-8026229,-6907232,-6447198,-6512990,-6709342,-9536122,-8353393,-7762285,-7697780,-8619913,-7894129,-6710111,-6249818,-6315611,-6380379,-9929854,-8877940,-8024174,-8090999,-8882060,-8418161,-6906466,-6446430,-6511709,-6510940,0.2,?
523,'2019/09/19 10:18:47:182',6,-8881799,-8027004,-9349554,-6990780,-5940150,-5609903,-6133414,-4752281,-5280678,-5805741,-8816261,-7764088,-12633544,-12044238,-7438469,-6846591,-7302502,-5200734,-5201764,-5461593,-8551801,-7500143,-7698294,-7961724,-7106416,-7437438,-7433575,-5790039,-5592402,-5657682,-8682872,-7697777,-7368556,-7171435,-7698808,-8030087,-6974831,-5921366,-5658449,-5789009,-9077626,-8157812,-7763313,-7631986,-8291458,-8489866,-6907745,-6250330,-6052950,-6183511,-9801094,-9012864,-8552572,-8420987,-8816775,-8554116,-7367780,-6776676,-6579296,-6578783,-9472386,-8749177,-8617592,-8485750,-8618366,-8225152,-7367267,-7565418,-7499882,-7498599,-9339512,-8288115,-7762799,-7829110,-8817291,-8026229,-6907232,-6447198,-6512990,-6709342,-9536122,-8353393,-7762285,-7697780,-8619913,-7894129,-6710111,-6249818,-6315611,-6380379,-9929854,-8877940,-8024174,-8090999,-8882060,-8418161,-6906466,-6446430,-6511709,-6510940,0.2,?
524,'2019/09/19 10:18:47:216',6,-8881799,-8092284,-8758961,-6268856,-5874357,-5805738,-6327707,-4423831,-5411497,-5805484,-8816261,-7829624,-12633801,-12503506,-7634306,-6911870,-7302503,-5331805,-5331293,-5395027,-8486264,-7500400,-7698294,-7961468,-7106417,-7371902,-7433575,-5790039,-5526866,-5657682,-8748663,-7763057,-7368556,-7171435,-7698809,-8029831,-7040367,-5921366,-5658449,-5789009,-9077370,-8157812,-7828850,-7631986,-8356995,-8555401,-6907745,-6250331,-6052950,-6183766,-9801350,-9078400,-8552571,-8420988,-8816775,-8488580,-7367525,-6776676,-6579296,-6578526,-9537666,-8814457,-8617592,-8485751,-8683646,-8225152,-7367268,-7565418,-7565418,-7498599,-9404793,-8288114,-7762799,-7894645,-8817291,-8026229,-6907232,-6447454,-6512990,-6643807,-9536121,-8287857,-7696749,-7763316,-8620168,-7894128,-6709855,-6249818,-6250074,-6380379,-9798783,-8943476,-8024174,-8090999,-8816524,-8418160,-6906465,-6446430,-6446173,-6510940,0.2,?
525,'2019/09/19 10:18:47:249',6,-8881799,-8092284,-8758961,-6268856,-5874357,-5805738,-6327707,-4423831,-5411497,-5805484,-8816261,-7829624,-12633801,-12503506,-7634306,-6911870,-7302503,-5331805,-5331293,-5395027,-8486264,-7500400,-7698294,-7961468,-7106417,-7371902,-7433575,-5790039,-5526866,-5657682,-8748663,-7763057,-7368556,-7171435,-7698809,-8029831,-7040367,-5921366,-5658449,-5789009,-9077370,-8157812,-7828850,-7631986,-8356995,-8555401,-6907745,-6250331,-6052950,-6183766,-9801350,-9078400,-8552571,-8420988,-8816775,-8488580,-7367525,-6776676,-6579296,-6578526,-9537666,-8814457,-8617592,-8485751,-8683646,-8225152,-7367268,-7565418,-7565418,-7498599,-9404793,-8288114,-7762799,-7894645,-8817291,-8026229,-6907232,-6447454,-6512990,-6643807,-9536121,-8287857,-7696749,-7763316,-8620168,-7894128,-6709855,-6249818,-6250074,-6380379,-9798783,-8943476,-8024174,-8090999,-8816524,-8418160,-6906465,-6446430,-6446173,-6510940,0.2,?
526,'2019/09/19 10:18:47:281',6,-8947335,-8026748,-8102830,-6137272,-6069423,-5935522,-6391184,-4095897,-5477031,-5804711,-8816005,-7764088,-12699337,-12634577,-7765378,-6911869,-7367783,-5527899,-5330519,-5328976,-8486264,-7500399,-7698293,-7961468,-7106416,-7437438,-7433575,-5790040,-5526866,-5657682,-8682871,-7697520,-7303019,-7171435,-7698808,-7964295,-7040366,-5921366,-5658449,-5789009,-9077370,-8157812,-7763313,-7631986,-8291458,-8489609,-6907746,-6250331,-6052950,-6183765,-9735815,-9078400,-8618107,-8355452,-8816775,-8488580,-7367525,-6842212,-6579296,-6578526,-9472386,-8749177,-8617592,-8420215,-8618110,-8159616,-7367267,-7565418,-7565417,-7433064,-9339257,-8288114,-7762799,-7894645,-8817291,-7960693,-6907233,-6447198,-6447454,-6643550,-9470586,-8287857,-7696749,-7763316,-8554633,-7894128,-6709855,-6249818,-6249819,-6380379,-9864319,-8812404,-8089710,-8090999,-8816524,-8418160,-6906466,-6446430,-6446429,-6510940,0.2,?
527,'2019/09/19 10:18:47:313',6,-8947336,-8092540,-7643566,-6334133,-6199465,-6065565,-6455691,-3899545,-5476262,-5803681,-8816005,-7764088,-12633800,-12634577,-7765377,-6911869,-7368038,-5593176,-5395798,-5394512,-8486265,-7500399,-7698294,-7961468,-7106416,-7437182,-7433575,-5790039,-5592402,-5657682,-8617591,-7763057,-7368556,-7171435,-7698808,-8029830,-6974831,-5921366,-5658449,-5789009,-9077370,-8223093,-7763313,-7631986,-8356994,-8555146,-6907745,-6250330,-6052950,-6183766,-9735814,-9078400,-8552572,-8420987,-8816775,-8488580,-7367525,-6776675,-6579296,-6578527,-9472386,-8683641,-8617592,-8485750,-8618109,-8224896,-7367268,-7565418,-7565418,-7433063,-9339513,-8288114,-7762799,-7894645,-8817291,-8026229,-6841697,-6447454,-6512990,-6643806,-9535866,-8353393,-7696749,-7763060,-8554633,-7894129,-6709855,-6249818,-6249819,-6380379,-9929855,-8877940,-8024174,-8090999,-8816523,-8352624,-6972001,-6446430,-6446429,-6510940,0.2,?
528,'2019/09/19 10:18:47:352',6,-8947336,-8092540,-7643566,-6334133,-6199465,-6065565,-6455691,-3899545,-5476262,-5803681,-8816005,-7764088,-12633800,-12634577,-7765377,-6911869,-7368038,-5593176,-5395798,-5394512,-8486265,-7500399,-7698294,-7961468,-7106416,-7437182,-7433575,-5790039,-5592402,-5657682,-8617591,-7763057,-7368556,-7171435,-7698808,-8029830,-6974831,-5921366,-5658449,-5789009,-9077370,-8223093,-7763313,-7631986,-8356994,-8555146,-6907745,-6250330,-6052950,-6183766,-9735814,-9078400,-8552572,-8420987,-8816775,-8488580,-7367525,-6776675,-6579296,-6578527,-9472386,-8683641,-8617592,-8485750,-8618109,-8224896,-7367268,-7565418,-7565418,-7433063,-9339513,-8288114,-7762799,-7894645,-8817291,-8026229,-6841697,-6447454,-6512990,-6643806,-9535866,-8353393,-7696749,-7763060,-8554633,-7894129,-6709855,-6249818,-6249819,-6380379,-9929855,-8877940,-8024174,-8090999,-8816523,-8352624,-6972001,-6446430,-6446429,-6510940,0.2,?
529,'2019/09/19 10:18:47:383',6,-8881799,-8092284,-7446957,-6662071,-6329767,-6196123,-6586504,-3899546,-5475746,-5802909,-8816005,-7829624,-12699336,-12569041,-7765377,-6977406,-7367782,-5592919,-5395542,-5394512,-8486264,-7500143,-7698294,-7961467,-7106416,-7437182,-7433575,-5790039,-5526866,-5657682,-8748407,-7697520,-7368555,-7171435,-7698552,-8029831,-7040366,-5921366,-5658448,-5789008,-9011834,-8223348,-7763313,-7631986,-8356994,-8555146,-6907746,-6250331,-6052951,-6183766,-9801095,-9078400,-8552571,-8420988,-8816775,-8488580,-7301989,-6776676,-6579296,-6578527,-9472386,-8683641,-8617336,-8485750,-8618110,-8159617,-7367268,-7565418,-7565418,-7498599,-9339513,-8288115,-7762799,-7829109,-8817291,-8026229,-6907233,-6512734,-6512989,-6643806,-9536121,-8353393,-7696749,-7763060,-8620169,-7894128,-6775391,-6249818,-6249819,-6380379,-9864319,-8877940,-8155245,-8090999,-8816524,-8418160,-6906466,-6511966,-6511708,-6510940,0.2,?
530,'2019/09/19 10:18:47:415',6,-8881799,-8092284,-7446957,-6662071,-6329767,-6196123,-6586504,-3899546,-5475746,-5802909,-8816005,-7829624,-12699336,-12569041,-7765377,-6977406,-7367782,-5592919,-5395542,-5394512,-8486264,-7500143,-7698294,-7961467,-7106416,-7437182,-7433575,-5790039,-5526866,-5657682,-8748407,-7697520,-7368555,-7171435,-7698552,-8029831,-7040366,-5921366,-5658448,-5789008,-9011834,-8223348,-7763313,-7631986,-8356994,-8555146,-6907746,-6250331,-6052951,-6183766,-9801095,-9078400,-8552571,-8420988,-8816775,-8488580,-7301989,-6776676,-6579296,-6578527,-9472386,-8683641,-8617336,-8485750,-8618110,-8159617,-7367268,-7565418,-7565418,-7498599,-9339513,-8288115,-7762799,-7829109,-8817291,-8026229,-6907233,-6512734,-6512989,-6643806,-9536121,-8353393,-7696749,-7763060,-8620169,-7894128,-6775391,-6249818,-6249819,-6380379,-9864319,-8877940,-8155245,-8090999,-8816524,-8418160,-6906466,-6511966,-6511708,-6510940,0.2,?
531,'2019/09/19 10:18:47:448',6,-8881799,-8026748,-7251121,-6923960,-6395043,-6261402,-6454918,-4030877,-5474975,-5867674,-8816005,-7764088,-12633801,-12634576,-7765377,-6977406,-7302503,-5658198,-5330261,-5394512,-8486264,-7500144,-7698294,-7961468,-7106416,-7437182,-7433575,-5790040,-5592402,-5723218,-8617592,-7697520,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9142905,-8223348,-7763313,-7631986,-8356994,-8555146,-6907745,-6250330,-6052951,-6183766,-9735559,-9078400,-8552571,-8420988,-8816775,-8488581,-7367780,-6776676,-6513760,-6578526,-9472387,-8749177,-8617592,-8485750,-8618110,-8225152,-7301732,-7565418,-7565418,-7498599,-9339257,-8222578,-7762800,-7829110,-8817291,-8026229,-6907232,-6447198,-6512990,-6643807,-9470586,-8287857,-7696749,-7763315,-8619913,-7959665,-6709855,-6249818,-6249819,-6380123,-10060927,-8877939,-8089710,-8090999,-8816524,-8483696,-6972001,-6446430,-6446173,-6510940,0.2,?
532,'2019/09/19 10:18:47:482',6,-8881799,-8026748,-7251121,-6923960,-6395043,-6261402,-6454918,-4030877,-5474975,-5867674,-8816005,-7764088,-12633801,-12634576,-7765377,-6977406,-7302503,-5658198,-5330261,-5394512,-8486264,-7500144,-7698294,-7961468,-7106416,-7437182,-7433575,-5790040,-5592402,-5723218,-8617592,-7697520,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9142905,-8223348,-7763313,-7631986,-8356994,-8555146,-6907745,-6250330,-6052951,-6183766,-9735559,-9078400,-8552571,-8420988,-8816775,-8488581,-7367780,-6776676,-6513760,-6578526,-9472387,-8749177,-8617592,-8485750,-8618110,-8225152,-7301732,-7565418,-7565418,-7498599,-9339257,-8222578,-7762800,-7829110,-8817291,-8026229,-6907232,-6447198,-6512990,-6643807,-9470586,-8287857,-7696749,-7763315,-8619913,-7959665,-6709855,-6249818,-6249819,-6380123,-10060927,-8877939,-8089710,-8090999,-8816524,-8483696,-6972001,-6446430,-6446173,-6510940,0.2,?
533,'2019/09/19 10:18:47:516',6,-8881799,-7895677,-7382963,-6989751,-6459809,-6392471,-6192005,-4096925,-5474716,-5867417,-8816005,-7763832,-12633801,-12569040,-7765377,-6911870,-7302503,-5592662,-5395797,-5394512,-8551800,-7500399,-7698038,-7961468,-7106416,-7502719,-7433575,-5724503,-5526866,-5657682,-8683127,-7763057,-7303020,-7171435,-7698808,-7964295,-7040367,-5921366,-5658449,-5789009,-9142905,-8157812,-7763313,-7631986,-8291458,-8555145,-6907745,-6250330,-6052950,-6183766,-9801094,-9012864,-8552571,-8355452,-8751239,-8488580,-7367524,-6776676,-6579296,-6578527,-9472130,-8748921,-8552056,-8420214,-8683646,-8224896,-7367268,-7565418,-7565418,-7433063,-9339257,-8222834,-7762799,-7829109,-8817291,-7960693,-6907232,-6447198,-6447454,-6643807,-9601402,-8353394,-7696748,-7763316,-8620169,-7894128,-6709855,-6184282,-6315355,-6380379,-9995391,-8812660,-8089710,-8025719,-8816524,-8483696,-6906466,-6446430,-6446173,-6510941,0.2,?
534,'2019/09/19 10:18:47:548',6,-8881799,-7895677,-7382963,-6989751,-6459809,-6392471,-6192005,-4096925,-5474716,-5867417,-8816005,-7763832,-12633801,-12569040,-7765377,-6911870,-7302503,-5592662,-5395797,-5394512,-8551800,-7500399,-7698038,-7961468,-7106416,-7502719,-7433575,-5724503,-5526866,-5657682,-8683127,-7763057,-7303020,-7171435,-7698808,-7964295,-7040367,-5921366,-5658449,-5789009,-9142905,-8157812,-7763313,-7631986,-8291458,-8555145,-6907745,-6250330,-6052950,-6183766,-9801094,-9012864,-8552571,-8355452,-8751239,-8488580,-7367524,-6776676,-6579296,-6578527,-9472130,-8748921,-8552056,-8420214,-8683646,-8224896,-7367268,-7565418,-7565418,-7433063,-9339257,-8222834,-7762799,-7829109,-8817291,-7960693,-6907232,-6447198,-6447454,-6643807,-9601402,-8353394,-7696748,-7763316,-8620169,-7894128,-6709855,-6184282,-6315355,-6380379,-9995391,-8812660,-8089710,-8025719,-8816524,-8483696,-6906466,-6446430,-6446173,-6510941,0.2,?
535,'2019/09/19 10:18:47:582',6,-9012871,-7634048,-7580088,-7317431,-6590367,-6392215,-5798276,-4359326,-5408665,-5932437,-8816261,-7829368,-12699337,-12634577,-7765377,-6977405,-7368039,-5658198,-5330261,-5394512,-8551800,-7500143,-7763574,-7961468,-7106416,-7437438,-7368039,-5790039,-5526866,-5657682,-8683127,-7763313,-7368555,-7171435,-7698808,-7964294,-7040367,-5921367,-5658449,-5789009,-9077369,-8157812,-7763569,-7631986,-8356995,-8555146,-6973281,-6250330,-6052950,-6183510,-9801094,-9013119,-8552571,-8355452,-8816775,-8488580,-7367780,-6776676,-6579296,-6644063,-9472386,-8749177,-8617592,-8485750,-8618110,-8290432,-7367268,-7565417,-7565418,-7433064,-9339257,-8288114,-7762800,-7894645,-8882827,-7960693,-6907233,-6447198,-6512990,-6643806,-9470586,-8287857,-7696749,-7763316,-8554633,-7894384,-6710111,-6184283,-6249819,-6380379,-9930110,-8746868,-8089710,-8090999,-8816523,-8483696,-6972002,-6446430,-6446429,-6445405,0.2,?
536,'2019/09/19 10:18:47:615',6,-8881799,-7372419,-7842999,-7579833,-6721181,-6523028,-5732227,-4424604,-5473688,-5931924,-8750469,-7764088,-12699336,-12569040,-7765377,-6977405,-7302247,-5592918,-5330261,-5394512,-8486265,-7500144,-7698294,-7961468,-7106416,-7437181,-7433575,-5724504,-5526866,-5657682,-8683127,-7697520,-7303020,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9077369,-8157812,-7763314,-7631986,-8356995,-8489610,-6907745,-6250331,-6052950,-6183510,-9801350,-9078400,-8552572,-8355451,-8816775,-8488580,-7367524,-6776676,-6579296,-6578526,-9472386,-8749177,-8617337,-8420214,-8618110,-8225152,-7301732,-7565418,-7565418,-7433064,-9339257,-8222579,-7762543,-7894645,-8817291,-7960693,-6907232,-6447198,-6512990,-6643807,-9470586,-8287857,-7696749,-7763316,-8620169,-7894128,-6710111,-6249819,-6249819,-6380379,-9929854,-8812404,-8089710,-8090999,-8816524,-8483696,-6906465,-6446430,-6446173,-6510684,0.2,?
537,'2019/09/19 10:18:47:648',6,-8881799,-7372419,-7842999,-7579833,-6721181,-6523028,-5732227,-4424604,-5473688,-5931924,-8750469,-7764088,-12699336,-12569040,-7765377,-6977405,-7302247,-5592918,-5330261,-5394512,-8486265,-7500144,-7698294,-7961468,-7106416,-7437181,-7433575,-5724504,-5526866,-5657682,-8683127,-7697520,-7303020,-7171435,-7698808,-8029831,-7040367,-5921366,-5658449,-5789009,-9077369,-8157812,-7763314,-7631986,-8356995,-8489610,-6907745,-6250331,-6052950,-6183510,-9801350,-9078400,-8552572,-8355451,-8816775,-8488580,-7367524,-6776676,-6579296,-6578526,-9472386,-8749177,-8617337,-8420214,-8618110,-8225152,-7301732,-7565418,-7565418,-7433064,-9339257,-8222579,-7762543,-7894645,-8817291,-7960693,-6907232,-6447198,-6512990,-6643807,-9470586,-8287857,-7696749,-7763316,-8620169,-7894128,-6710111,-6249819,-6249819,-6380379,-9929854,-8812404,-8089710,-8090999,-8816524,-8483696,-6906465,-6446430,-6446173,-6510684,0.2,?
538,'2019/09/19 10:18:47:681',6,-8947335,-7568769,-8105400,-7842489,-6918044,-6588308,-6125697,-4095897,-5473174,-5800593,-8816005,-7764088,-12699337,-12634576,-7830913,-6977405,-7367782,-5658197,-5395797,-5394512,-8551800,-7500399,-7763830,-7961467,-7106416,-7437182,-7433575,-5790040,-5526866,-5657682,-8683127,-7697521,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658193,-5789009,-9011834,-8157812,-7763313,-7631986,-8356738,-8555146,-6907745,-6250331,-6052951,-6183766,-9735815,-9012864,-8552571,-8420988,-8751239,-8488581,-7367524,-6842212,-6579296,-6644062,-9472386,-8683385,-8552056,-8420214,-8683646,-8224896,-7367268,-7565418,-7499882,-7498599,-9339257,-8288114,-7697264,-7829109,-8817291,-7960693,-6907232,-6447198,-6512990,-6643806,-9536122,-8287858,-7696749,-7763059,-8620168,-7894129,-6710111,-6184282,-6249819,-6380379,-9864319,-8877940,-7958638,-8090999,-8816524,-8483696,-6906466,-6446430,-6446173,-6510940,0.2,?
539,'2019/09/19 10:18:47:716',6,-8947335,-7568769,-8105400,-7842489,-6918044,-6588308,-6125697,-4095897,-5473174,-5800593,-8816005,-7764088,-12699337,-12634576,-7830913,-6977405,-7367782,-5658197,-5395797,-5394512,-8551800,-7500399,-7763830,-7961467,-7106416,-7437182,-7433575,-5790040,-5526866,-5657682,-8683127,-7697521,-7368556,-7171435,-7698808,-8029831,-7040367,-5921366,-5658193,-5789009,-9011834,-8157812,-7763313,-7631986,-8356738,-8555146,-6907745,-6250331,-6052951,-6183766,-9735815,-9012864,-8552571,-8420988,-8751239,-8488581,-7367524,-6842212,-6579296,-6644062,-9472386,-8683385,-8552056,-8420214,-8683646,-8224896,-7367268,-7565418,-7499882,-7498599,-9339257,-8288114,-7697264,-7829109,-8817291,-7960693,-6907232,-6447198,-6512990,-6643806,-9536122,-8287858,-7696749,-7763059,-8620168,-7894129,-6710111,-6184282,-6249819,-6380379,-9864319,-8877940,-7958638,-8090999,-8816524,-8483696,-6906466,-6446430,-6446173,-6510940,0.2,?
540,'2019/09/19 10:18:47:754',6,-8750727,-7699325,-8170935,-7843259,-6787486,-6391445,-6650752,-3635602,-5211286,-5603728,-8685189,-7698552,-12437449,-12372688,-7634305,-6846334,-7236967,-5592661,-5330262,-5328976,-8355193,-7369071,-7632502,-7895932,-7040880,-7371901,-7302503,-5724503,-5526866,-5592146,-8486520,-7697520,-7303019,-7105899,-7633272,-7898759,-6974831,-5855830,-5658193,-5723473,-8881018,-8092276,-7697777,-7566450,-8225922,-8424073,-6842209,-6250331,-5987414,-6118229,-9604742,-8947584,-8487036,-8289915,-8685703,-8423044,-7302245,-6776676,-6513760,-6512991,-9341315,-8552569,-8486520,-8354678,-8487038,-8159617,-7236452,-7499882,-7434346,-7367527,-9077370,-8157043,-7697263,-7763573,-8620939,-7829621,-6841697,-6381918,-6447454,-6578270,-9274235,-8091505,-7631213,-7631988,-8423560,-7763312,-6644319,-6118747,-6184283,-6249307,-9536896,-8550517,-7893103,-7959927,-8685451,-8287088,-6840930,-6380894,-6380893,-6379868,0.2,?
541,'2019/09/19 10:18:47:781',6,-8750727,-7699325,-8170935,-7843259,-6787486,-6391445,-6650752,-3635602,-5211286,-5603728,-8685189,-7698552,-12437449,-12372688,-7634305,-6846334,-7236967,-5592661,-5330262,-5328976,-8355193,-7369071,-7632502,-7895932,-7040880,-7371901,-7302503,-5724503,-5526866,-5592146,-8486520,-7697520,-7303019,-7105899,-7633272,-7898759,-6974831,-5855830,-5658193,-5723473,-8881018,-8092276,-7697777,-7566450,-8225922,-8424073,-6842209,-6250331,-5987414,-6118229,-9604742,-8947584,-8487036,-8289915,-8685703,-8423044,-7302245,-6776676,-6513760,-6512991,-9341315,-8552569,-8486520,-8354678,-8487038,-8159617,-7236452,-7499882,-7434346,-7367527,-9077370,-8157043,-7697263,-7763573,-8620939,-7829621,-6841697,-6381918,-6447454,-6578270,-9274235,-8091505,-7631213,-7631988,-8423560,-7763312,-6644319,-6118747,-6184283,-6249307,-9536896,-8550517,-7893103,-7959927,-8685451,-8287088,-6840930,-6380894,-6380893,-6379868,0.2,?
